MainID,CommonName,SeriesStep,SampleYear,Population,PopulationUntransformed,PopRescale,PopRescale_fd,PopRescale_log,PopRescale_gr
9919,Northern red-backed vole,0,1970.0,0.9,7.94328234724282,2.66288611446139e-07,N/A,-15.1386851109211,N/A
9919,Northern red-backed vole,1,1970.0,1.3,19.9526231496888,6.68886749957082e-07,4.02598138510943e-07,-14.2176510737235,0.92103403719762
9919,Northern red-backed vole,2,1971.0,0.8,6.30957344480193,2.11520562657191e-07,-4.57366187299891e-07,-15.3689436202205,-1.15129254649702
9919,Northern red-backed vole,3,1971.0,0.0,1.0,3.35237499820927e-08,-1.77996812675099e-07,-17.2110116946157,-1.84206807439524
9919,Northern red-backed vole,4,1972.0,0.8,6.30957344480193,2.11520562657191e-07,1.77996812675099e-07,-15.3689436202205,1.84206807439524
9919,Northern red-backed vole,5,1972.0,0.7,5.01187233627272,1.68016755143374e-07,-4.35038075138178e-08,-15.5992021295199,-0.230258509299405
9919,Northern red-backed vole,6,1973.0,1.4,25.1188643150958,8.42078527133381e-07,6.74061771990008e-07,-13.9873925644241,1.61180956509583
9919,Northern red-backed vole,7,1973.0,8.3,199526231.496888,6.68886749957083,6.6888666574923,1.90044457723486,15.8878371416589
9919,Northern red-backed vole,8,1974.0,6.8,6309573.44480193,0.211520562657191,-6.47734693691364,-1.55343306225621,-3.45387763949107
9919,Northern red-backed vole,9,1974.0,4.9,79432.8234724282,0.0026628861144613,-0.20885767654273,-5.92834473894489,-4.37491167668869
9919,Northern red-backed vole,10,1975.0,1.0,10.0,3.35237499820927e-07,-0.0026625508769615,-14.9084266016217,-8.98008186267678
9919,Northern red-backed vole,11,1975.0,0.1,1.25892541179417,4.22039007510907e-08,-2.93033599069836e-07,-16.9807531853163,-2.07232658369464
9919,Northern red-backed vole,12,1976.0,0.4,2.51188643150958,8.42078527133382e-08,4.20039519622474e-08,-16.2899776574181,0.690775527898214
9919,Northern red-backed vole,13,1976.0,1.8,63.0957344480193,2.11520562657191e-06,2.03099777385858e-06,-13.0663585272264,3.22361913019166
9919,Northern red-backed vole,14,1977.0,1.1,12.5892541179417,4.22039007510908e-07,-1.69316661906101e-06,-14.6781680923223,-1.61180956509583
9919,Northern red-backed vole,15,1977.0,6.3,1995262.31496888,0.0668886749957082,0.0668882529567007,-2.70472560875323,11.973442483569
9919,Northern red-backed vole,16,1978.0,3.3,1995.26231496888,6.68886749957082e-05,-0.0668217863207125,-9.61248088773537,-6.90775527898214
9919,Northern red-backed vole,17,1978.0,3.6,3981.07170553497,0.0001334604525171,6.65717775214296e-05,-8.92170535983715,0.690775527898214
9919,Northern red-backed vole,18,1979.0,0.0,1.0,3.35237499820927e-08,-0.0001334269287671,-17.2110116946157,-8.28930633477856
9919,Northern red-backed vole,19,1979.0,0.0,1.0,3.35237499820927e-08,0.0,-17.2110116946157,0.0
9919,Northern red-backed vole,20,1980.0,0.3,1.99526231496888,6.68886749957082e-08,3.33649250136155e-08,-16.5202361667175,0.690775527898214
9919,Northern red-backed vole,21,1980.0,0.4,2.51188643150958,8.42078527133382e-08,1.731917771763e-08,-16.2899776574181,0.230258509299404
9919,Northern red-backed vole,22,1981.0,1.4,25.1188643150958,8.42078527133381e-07,7.57870674420043e-07,-13.9873925644241,2.30258509299405
9919,Northern red-backed vole,23,1981.0,6.8,6309573.44480193,0.211520562657191,0.211519720578664,-1.55343306225621,12.4339595021678
9919,Northern red-backed vole,24,1982.0,3.1,1258.92541179417,4.22039007510908e-05,-0.21147835875644,-10.0729979063342,-8.51956484407797
9919,Northern red-backed vole,25,1982.0,5.6,398107.170553497,0.0133460452517138,0.0133038413509627,-4.31653517384906,5.75646273248511
9919,Northern red-backed vole,26,1983.0,2.0,100.0,3.35237499820927e-06,-0.0133426928767156,-12.6058415086276,-8.28930633477856
9919,Northern red-backed vole,27,1983.0,4.6,39810.7170553497,0.0013346045251713,0.0013312521501731,-6.61912026684311,5.98672124178452
9919,Northern red-backed vole,28,1984.0,2.6,398.107170553497,1.33460452517138e-05,-0.0013212584799196,-11.2242904528312,-4.60517018598809
9919,Northern red-backed vole,29,1984.0,2.6,398.107170553497,1.33460452517138e-05,0.0,-11.2242904528312,0.0
9919,Northern red-backed vole,30,1985.0,0.0,1.0,3.35237499820927e-08,-1.33125215017317e-05,-17.2110116946157,-5.98672124178452
9919,Northern red-backed vole,31,1985.0,0.8,6.30957344480193,2.11520562657191e-07,1.77996812675099e-07,-15.3689436202205,1.84206807439524
9919,Northern red-backed vole,32,1986.0,0.3,1.99526231496888,6.68886749957082e-08,-1.44631887661483e-07,-16.5202361667175,-1.15129254649702
9919,Northern red-backed vole,33,1986.0,5.7,501187.233627272,0.0168016755143374,0.0168016086256624,-4.08627666454966,12.4339595021678
9919,Northern red-backed vole,34,1987.0,1.4,25.1188643150958,8.42078527133381e-07,-0.0168008334358102,-13.9873925644241,-9.9011158998744
9919,Northern red-backed vole,35,1987.0,7.6,39810717.0553497,1.33460452517138,1.33460368309285,0.288635012139029,14.2760275765631
9919,Northern red-backed vole,36,1988.0,4.5,31622.7766016838,0.0010601140565344,-1.33354441111484,-6.84937877614251,-7.13801378828154
9919,Northern red-backed vole,37,1988.0,6.3,1995262.31496888,0.0668886749957082,0.0658285609391737,-2.70472560875323,4.14465316738928
9919,Northern red-backed vole,38,1989.0,1.7,50.1187233627272,1.68016755143374e-06,-0.0668869948281567,-13.2966170365258,-10.5918914277726
9919,Northern red-backed vole,39,1989.0,5.0,100000.0,0.0033523749982092,0.0033506948306578,-5.69808622964549,7.59853080688035
