MainID,CommonName,SeriesStep,SampleYear,Population,PopulationUntransformed,PopRescale,PopRescale_fd,PopRescale_log,PopRescale_gr
6116,Diatom,0,1907.0,125.0,125.0,0.0067045292067068,N/A,-5.00497197996996,N/A
6116,Diatom,1,1907.0,2117.0,2117.0,0.112699943331786,0.105995414125079,-2.18302636076008,2.82194561920987
6116,Diatom,2,1907.0,0.0,0.0,5.32105492595778e-05,-0.112646732782526,-9.84125388692144,-7.65822752616135
6116,Diatom,3,1907.0,0.0,0.0,5.32105492595778e-05,0.0,-9.84125388692144,0.0
6116,Diatom,4,1907.0,1417.0,1417.0,0.0754525588500814,0.0753993483008218,-2.58425117982936,7.25700270709207
6116,Diatom,5,1907.0,33.0,33.0,0.0018091586748256,-0.0736434001752557,-6.31489336230527,-3.73064218247591
6116,Diatom,6,1907.0,0.0,0.0,5.32105492595778e-05,-0.001755948125566,-9.84125388692144,-3.52636052461616
6116,Diatom,7,1907.0,0.0,0.0,5.32105492595778e-05,0.0,-9.84125388692144,0.0
6116,Diatom,8,1907.0,318.0,318.0,0.0169741652138053,0.0169209546645458,-4.07606278413659,5.76519110278485
6116,Diatom,9,1907.0,125.0,125.0,0.0067045292067068,-0.0102696360070985,-5.00497197996996,-0.928909195833366
6116,Diatom,10,1907.0,1071.0,1071.0,0.0570417088062674,0.0503371795995606,-2.86397254529069,2.14099943467927
6116,Diatom,11,1907.0,675.0,675.0,0.0359703312994746,-0.0210713775067928,-3.32506081087847,-0.461088265587783
6116,Diatom,12,1908.0,256.0,256.0,0.0136751111597115,-0.0222952201397631,-4.29217780202622,-0.967116991147745
6116,Diatom,13,1908.0,4750.0,4750.0,0.252803319532254,0.239128208372543,-1.37514348573451,2.9170343162917
6116,Diatom,14,1908.0,5650.0,5650.0,0.300692813865874,0.0478894943336201,-1.20166608729159,0.173477398442922
6116,Diatom,15,1908.0,36813.0,36813.0,1.9588931604421,1.65820034657622,0.672379599671232,1.87404568696282
6116,Diatom,16,1908.0,6750.0,6750.0,0.35922441805141,-1.59966874239069,-1.02380796587956,-1.6961875655508
6116,Diatom,17,1908.0,1671.0,1671.0,0.0889680383620141,-0.270256379689396,-2.41947809327679,-1.39567012739722
6116,Diatom,18,1908.0,0.0,0.0,5.32105492595778e-05,-0.0889148278127545,-9.84125388692144,-7.42177579364465
6116,Diatom,19,1908.0,140.0,140.0,0.0075026874456004,0.0074494768963409,-4.89249399654327,4.94875989037817
6116,Diatom,20,1908.0,60.0,60.0,0.0032458435048342,-0.0042568439407662,-5.73038002274812,-0.837886026204857
6116,Diatom,21,1908.0,184.0,184.0,0.0098439516130219,0.0065981081081876,-4.62089806184311,1.10948196090501
6116,Diatom,22,1908.0,256.0,256.0,0.0136751111597115,0.0038311595466896,-4.29217780202622,0.328720259816895
6116,Diatom,23,1908.0,70.0,70.0,0.00377794899743,-0.0098971621622814,-5.57857400988012,-1.2863962078539
6116,Diatom,24,1909.0,780.0,780.0,0.0415574389717303,0.0377794899743003,-3.18067873708175,2.39789527279837
6116,Diatom,25,1909.0,815.0,815.0,0.0434198081958155,0.0018623692240852,-3.13683953195733,0.0438392051244212
6116,Diatom,26,1909.0,908.0,908.0,0.0483683892769562,0.0049485810811407,-3.02890879274396,0.107930739213371
6116,Diatom,27,1909.0,2025.0,2025.0,0.107804572799905,0.0594361835229484,-2.22743520211281,0.80147359063115
6116,Diatom,28,1909.0,301.0,301.0,0.0160695858763925,-0.0917349869235122,-4.13082686954657,-1.90339166743376
6116,Diatom,29,1909.0,167.0,167.0,0.008939372275609,-0.0071302136007834,-4.71728990751818,-0.586463037971611
6116,Diatom,30,1909.0,43.0,43.0,0.0023412641674214,-0.0065981081081876,-6.05706425300317,-1.339774345485
6116,Diatom,31,1909.0,14.0,14.0,0.0007981582388936,-0.0015431059285277,-7.13320368581923,-1.07613943281605
6116,Diatom,32,1909.0,9.0,9.0,0.0005321054925957,-0.0002660527462978,-7.53866879392739,-0.405465108108165
6116,Diatom,33,1909.0,264.0,264.0,0.0141007955537881,0.0135686900611923,-4.26152406093521,3.27714473299218
6116,Diatom,34,1909.0,580.0,580.0,0.0309153291198147,0.0168145335660266,-3.47650313006952,0.785020930865689
6116,Diatom,35,1909.0,469.0,469.0,0.0250089581520016,-0.0059063709678131,-3.68852119221733,-0.212018062147807
6116,Diatom,36,1910.0,497.0,497.0,0.0264988535312698,0.0014898953792681,-3.63065380989678,0.0578673823205489
6116,Diatom,37,1910.0,1762.0,1762.0,0.0938101983446357,0.067311344813366,-2.36648170452357,1.26417210537322
6116,Diatom,38,1910.0,13050.0,13050.0,0.69445087838675,0.600640680042115,-0.364633848753908,2.00184785576966
6116,Diatom,39,1910.0,21090.0,21090.0,1.12226369443376,0.427812816047006,0.115347801264179,0.479981650018087
6116,Diatom,40,1910.0,2537.0,2537.0,0.135048374020809,-0.987215320412948,-2.0021222386471,-2.11747003991128
6116,Diatom,41,1910.0,461.0,461.0,0.024583273757925,-0.110465100262884,-3.7056889958397,-1.70356675719259
6116,Diatom,42,1910.0,361.0,361.0,0.0192622188319672,-0.0053210549259577,-3.94960967509566,-0.243920679255968
6116,Diatom,43,1910.0,27.0,27.0,0.0014898953792681,-0.017772323452699,-6.50904937674623,-2.55943970165057
6116,Diatom,44,1910.0,358.0,358.0,0.0191025871841884,0.0176126918049203,-3.95793149843316,2.55111787831308
6116,Diatom,45,1910.0,688.0,688.0,0.0366620684398491,0.0175594812556607,-3.30601261590778,0.65191888252538
